20319,20348
25733,25952
2049,2092
5039,5059
5045,5059
5193,5211
6661,6775
7449,7472
7642,7735
7645,7735
7649,7745
9377,9417
9381,9417
10594,10734
11400,11706
15041,15062
15700,15728
16826,16839
18512,18542
19824,19832
22917,23001
22935,23001
22938,22991
22950,23013
22956,22989
22957,22990
22959,22989
22975,22990
22993,23013
22995,23013
2335,2374
2610,2668
2613,2667
3792,4001
4095,4192
4096,4191
4113,4189
4142,4192
4617,4732
7587,7643
8168,8209
8172,8206
8173,8208
15629,15887
15,43
88,130
92,129
109,128
4093,4147
4977,4989
4978,4990
5030,5055
5036,5081
5037,5060
5041,5055
5095,5121
5136,5274
5203,5256
5209,5256
5231,5255
6541,6634
6544,6632
6678,6876
6707,6840
6885,6961
6887,6941
6899,6918
6913,6960
6920,6962
6983,7006
7130,7173
7270,7318
7281,7314
7336,7347
7408,7545
9541,9619
9624,9697
9702,9715
12011,12039
12015,12039
12018,12039
12026,12039
12027,12039
12124,12139
12126,12136
12196,12265
12202,12259
12203,12258
12204,12258
12205,12259
12206,12262
12207,12264
12209,12249
12340,12556
12342,12548
12347,12547
12396,12545
13913,13931
14385,14428
14390,14433
14392,14433
14393,14429
14398,14429
17438,17475
18962,18978
19702,19755
19721,19784
19763,19784
19804,19838
19810,19831
21483,21495
22992,23160
23575,23599
23828,23900
24248,24485
24342,24396
24344,24387
24346,24405
24365,24396
24495,24567
24575,24623
24752,25030
25845,25878
25847,25883
25903,25961
25986,26017
25989,26022
26185,26192
26219,26258
26224,26258
26225,26258
26276,26296
26456,26499
27412,27436
27413,27440
27415,27441
27495,27570
27847,27992
27857,27987
27860,27992
28007,28029
28008,28112
28015,28113
28141,28161
28174,28212
28279,28340
28285,28340
28377,28430
28383,28436
2317,2353
6005,6085
6058,6080
6081,6139
6084,6136
6140,6187
6222,6532
6828,6846
6998,7009
7115,7140
7143,7170
7148,7165
7153,7166
9225,9255
11388,11446
11700,11721
12465,12725
17717,17770
17718,17768
17730,17771
18446,18584
18495,18582
18518,18585
18568,18617
18618,18665
18625,18686
18632,18687
18633,18664
18760,18770
19015,19059
19730,20159
20169,20330
22308,22330
22430,22480
27061,27108
1372,1401
1383,1401
1445,1483
2171,2201
2413,2471
2485,2512
3141,3174
3192,3241
3202,3222
3252,3284
20931,20966
20971,21327
21330,21388
22326,22434
25247,25659
26876,26913
35353,35408
35445,35456
37090,37160
42488,42514
42550,42629
9720,9760
14638,14722
16642,16677
17824,17836
19009,19027
21233,21303
21241,21301
21253,21299
24297,24341
24341,24373
24346,24370
24412,24446
24595,24621
25919,25979
