1374,1401
1438,1484
1446,1484
1447,1484
2174,2201
2177,2204
2182,2201
2302,2337
2612,2637
2940,2949
3142,3172
3151,3174
3192,3222
3198,3225
3200,3222
3201,3222
3243,3286
3253,3285
3254,3283
3260,3283
14172,14200
14393,14449
15668,15703
19528,19556
19565,19823
19826,20162
21516,21867
23143,23161
23458,23506
23508,23541
35531,35610
38563,38739
40510,40541
40511,40536
42483,42531
42508,42524
42992,43018
43077,43271
3744,3899
3909,3930
4773,4802
9721,9761
16190,16443
16318,16332
16546,16565
16662,16676
16700,16717
16701,16716
16734,16855
17072,17083
17893,17905
18147,18214
18240,18293
21239,21299
21251,21299
21254,21301
23240,23250
24285,24341
24297,24340
24346,24373
24390,24432
24396,24446
24406,24432
24434,24459
24595,24629
25696,25721
25920,25976
27129,27147
28403,28418
34951,34984
10,18
8453,8484
8456,8484
8467,8482
8513,8530
8783,8846
14250,14262
16448,16548
16471,16528
16533,16549
18288,18436
18300,18479
18328,18476
18331,18436
18335,18480
18338,18486
18383,18480
18440,18478
18447,18480
18456,18482
19701,19953
19879,19918
21620,21634
23829,23898
25404,25548
25614,25708
25768,25778
26231,26320
32888,32951
591,628
768,793
769,791
817,835
845,897
873,896
917,952
3575,3609
3623,3628
3716,3748
3785,3823
3787,3823
3936,4014
3965,4009
4053,4082
4055,4082
4699,4933
4824,4861
4826,4865
4827,4864
4835,4866
4837,4865
4839,4866
4843,4862
6960,6997
6967,6997
10399,10478
10481,10519
11911,12017
12022,12101
13392,13414
16465,16481
17726,17764
17741,17764
17794,17811
17896,18013
17899,18016
17910,18017
17912,18014
17921,18014
17931,18014
17934,18014
17940,18017
20973,21109
21255,21262
21624,21632
22094,22143
22096,22146
30720,30780
32087,32133
32088,32114
32095,32133
32294,32327
32306,32333
32308,32327
32428,32443
32433,32443
32485,32518
32510,32518
32523,32539
3366,3376
9493,9504
9509,9667
9676,9697
9708,10002
10026,10266
10270,10609
11533,11633
11640,11712
13477,13499
13483,13499
14693,14703
15649,15712
15715,15771
16191,16208
21603,21658
21666,22150
23294,23321
23662,23698
29207,29259
29705,29799
2157,2198
3816,3901
3829,3898
3831,3898
3832,3904
4507,4517
4935,4965
8420,8448
8424,8446
9820,9876
10150,10178
10201,10270
10202,10273
10203,10267
10293,10308
10492,10530
10898,10934
12066,12172
12177,12309
15938,16177
18009,18069
18016,18039
18044,18069
18149,18185
18156,18188
18223,18838
18225,18838
18252,18272
18257,18278
18285,18336
18603,18688
18648,18688
18840,18882
18909,18924
18932,19119
19050,19120
19127,19194
19128,19194
19143,19192
19202,19235
19236,19258
19238,19257
19275,19306
19293,19306
19406,19420
19658,19713
21459,21477
21505,21533
21506,21536
21508,21536
21513,21534
22434,22462
22437,22463
22494,22522
22501,22521
22539,22656
22540,22639
22541,22658
22699,22797
22702,22794
23246,23266
23374,23416
23379,23436
23380,23436
23402,23435
23418,23436
23957,23998
23963,23989
23968,23987
25906,25967
26448,26862
26871,26914
26926,27171
27153,27243
27204,27274
28018,28050
28052,28060
29280,29293
29800,29881
31129,31249
1313,1414
1314,1411
1315,1411
1316,1412
1340,1411
1348,1410
1357,1370
1369,1411
1390,1411
1396,1411
1397,1410
1628,1688
1629,1686
1641,1691
1697,1770
1713,1744
1900,1916
2978,3098
2981,3011
2987,3027
3014,3099
3031,3105
3032,3105
3035,3105
3040,3104
3042,3105
3043,3105
3045,3106
3047,3105
3876,3927
3917,3947
3923,3947
5312,5421
5313,5420
5314,5415
6234,6336
6235,6336
6256,6336
6279,6336
6955,7008
9735,9758
10186,10209
10195,10208
11960,11988
12106,12139
12109,12139
13112,13400
15151,15261
18053,18069
20532,20610
20573,20610
22887,22917
22893,22921
22894,22917
24535,24556
24812,24841
24813,24841
24818,24844
24845,24897
24855,24897
24856,24899
25048,25101
25050,25101
25055,25101
25122,25192
25123,25194
25130,25192
1220,1276
1262,1276
2561,2873
10112,10118
11161,11179
11186,11232
11189,11230
11191,11231
11195,11235
11196,11236
14524,14568
14610,14653
14798,14876
14809,14876
14821,14873
14825,14875
14839,14875
16685,16699
19686,19719
19765,19796
19766,19796
20161,20186
20169,20185
20266,20337
20320,20337
28159,28311
5045,5058
7515,7642
7523,7639
7642,7745
7643,7744
7648,7745
9380,9416
9568,9587
9666,9724
9727,10048
10522,10544
10523,10732
10591,10734
10592,10734
10596,10734
12064,12232
12897,12924
14478,14505
14927,15141
15020,15055
15024,15062
15027,15062
15046,15055
18512,18544
18523,18541
21711,21722
22931,23013
22937,23013
22947,23013
22955,23013
22956,23013
22958,23013
22960,23013
22961,23013
22968,23013
2339,2373
2587,2668
2591,2667
2609,2668
2610,2668
2613,2667
2774,2822
4091,4197
4099,4192
4111,4193
4116,4191
4158,4191
4944,5024
5027,5067
5136,5209
7275,7421
8172,8208
8174,8208
9701,9735
10282,10774
10656,10770
15441,15860
21668,21781
21784,21857
15,128
17,75
835,1044
1097,1149
2574,3003
3005,3160
4915,4971
4924,4989
4925,4971
4930,4990
5036,5060
5037,5055
5039,5055
5040,5055
5209,5255
5233,5255
5234,5256
6372,6840
6511,6632
6539,6633
6602,6632
6678,6869
6691,6714
6899,6918
6934,6960
6977,6999
7025,7054
7124,7179
7273,7312
7277,7314
7287,7314
9220,9394
10126,10136
10139,10209
10214,10272
12024,12039
12025,12035
12026,12039
12027,12036
12028,12038
12124,12142
12126,12138
12130,12140
12193,12266
12201,12266
12203,12261
12205,12257
12207,12262
12331,12551
12341,12546
12342,12548
12396,12551
17434,17476
17435,17477
17437,17477
18986,19032
18990,19027
18998,19028
18999,19031
19297,19320
19677,19694
19795,19831
19805,19831
22567,22602
22578,22600
22843,22877
24342,24396
24449,24473
24450,24474
24458,24484
24575,24623
24587,24623
24601,24623
25388,25406
25416,25631
25636,25662
25845,25878
25907,25959
25986,26016
25989,26017
25996,26015
26149,26192
26223,26258
26245,26257
26269,26296
26346,26374
